occurrence_no,name,diet,type,length_m,max_ma,min_ma,region,lng,lat,class,family,slug,id,diet_clean,diet_code,type_group,survival_span_ma,era_mid_ma,has_coords,has_length,match_pool,region_clean,hemisphere_ns,hemisphere_ew,attack_base,defense_base,mobility_base,data_quality_score,image_key,image_mode,image_url,image_credit,image_license,length_norm
932999,Massospondylus,omnivorous,sauropod,4.0,201.3,190.8,Free State,27.434723,-28.959167,Saurischia,Massospondylidae,massospondylus,massospondylus-932999,omnivorous,0.6,sauropod,10.5,196.05,True,True,True,Free State,S,E,0.65,0.8,0.25,4,massospondylus,silhouette,,,,0.10274963820549927
933037,Melanorosaurus,omnivorous,sauropod,12.0,228.0,201.3,Mafeteng,27.35,-29.883333,Saurischia,,melanorosaurus,melanorosaurus-933037,omnivorous,0.6,sauropod,26.69999999999999,214.65,True,True,True,Mafeteng,S,E,0.65,0.8,0.25,3,melanorosaurus,silhouette,,,,0.33429811866859627
933048,Melanorosaurus,omnivorous,sauropod,12.0,228.0,201.3,Maseru,27.516666,-29.333332,Saurischia,,melanorosaurus,melanorosaurus-933048,omnivorous,0.6,sauropod,26.69999999999999,214.65,True,True,True,Maseru,S,E,0.65,0.8,0.25,3,melanorosaurus,silhouette,,,,0.33429811866859627
933075,Eucnemesaurus,,,,228.0,201.3,Free State,27.933332,-28.5,Saurischia,Riojasauridae,eucnemesaurus,eucnemesaurus-933075,unknown,0.4,unknown,26.69999999999999,214.65,True,False,False,Free State,S,E,0.5,0.5,0.5,2,eucnemesaurus,silhouette,,,,
933527,Zhuchengtyrannus,,,,83.6,72.1,Shandong,120.984718,37.465832,Saurischia,Tyrannosauridae,zhuchengtyrannus,zhuchengtyrannus-933527,unknown,0.4,unknown,11.5,77.85,True,False,False,Shandong,N,E,0.5,0.5,0.5,2,zhuchengtyrannus,silhouette,,,,
933817,Melanorosaurus,omnivorous,sauropod,12.0,228.0,201.3,Free State,27.319445,-29.106667,Saurischia,,melanorosaurus,melanorosaurus-933817,omnivorous,0.6,sauropod,26.69999999999999,214.65,True,True,True,Free State,S,E,0.65,0.8,0.25,3,melanorosaurus,silhouette,,,,0.33429811866859627
935231,Daemonosaurus,,,,208.5,201.3,New Mexico,-106.473099,36.331699,Saurischia,,daemonosaurus,daemonosaurus-935231,unknown,0.4,unknown,7.199999999999989,204.9,True,False,False,New Mexico,N,W,0.5,0.5,0.5,1,daemonosaurus,silhouette,,,,
935638,Limusaurus,,,,163.5,157.3,Xinjiang,88.9217,45.171223,Saurischia,,limusaurus,limusaurus-935638,unknown,0.4,unknown,6.199999999999989,160.4,True,False,False,Xinjiang,N,E,0.5,0.5,0.5,1,limusaurus,silhouette,,,,
935640,Limusaurus,,,,163.5,157.3,Xinjiang,88.9217,45.171223,Saurischia,,limusaurus,limusaurus-935640,unknown,0.4,unknown,6.199999999999989,160.4,True,False,False,Xinjiang,N,E,0.5,0.5,0.5,1,limusaurus,silhouette,,,,
937808,Nomingia,omnivorous,small theropod,1.6,72.1,66.0,Omnogov,100.011108,43.86639,Saurischia,Oviraptoridae,nomingia,nomingia-937808,omnivorous,0.6,theropod,6.099999999999994,69.05,True,True,True,Omnogov,N,E,0.65,0.55,0.9,4,nomingia,silhouette,,,,0.033285094066570195
937809,Tarbosaurus,carnivorous,large theropod,10.0,72.1,66.0,Omnogov,99.833054,43.474724,Saurischia,Tyrannosauridae,tarbosaurus,tarbosaurus-937809,carnivorous,1.0,theropod,6.099999999999994,69.05,True,True,True,Omnogov,N,E,1.0,0.55,0.9,4,tarbosaurus,silhouette,,,,0.27641099855282203
937811,Avimimus,omnivorous,small theropod,1.5,83.5,66.0,Omnogov,107.76667,43.59111,Saurischia,,avimimus,avimimus-937811,omnivorous,0.6,theropod,17.5,74.75,True,True,True,Omnogov,N,E,0.65,0.55,0.9,3,avimimus,silhouette,,,,0.03039073806078148
937817,Avimimus,omnivorous,small theropod,1.5,83.5,66.0,Omnogov,102.669724,44.071945,Saurischia,,avimimus,avimimus-937817,omnivorous,0.6,theropod,17.5,74.75,True,True,True,Omnogov,N,E,0.65,0.55,0.9,3,avimimus,silhouette,,,,0.03039073806078148
939383,Abrosaurus,,,,170.3,163.5,Sichuan,104.852501,29.411388,Saurischia,,abrosaurus,abrosaurus-939383,unknown,0.4,unknown,6.800000000000011,166.9,True,False,False,Sichuan,N,E,0.5,0.5,0.5,1,abrosaurus,silhouette,,,,
941813,Drusilasaura,,,,99.6,89.3,Santa Cruz,-69.665276,-46.718056,Saurischia,,drusilasaura,drusilasaura-941813,unknown,0.4,unknown,10.299999999999997,94.44999999999999,True,False,False,Santa Cruz,S,W,0.5,0.5,0.5,1,drusilasaura,silhouette,,,,
942451,Kileskus,,,,168.3,166.1,Krasnoyarsk,89.183334,55.650002,Saurischia,Proceratosauridae,kileskus,kileskus-942451,unknown,0.4,unknown,2.200000000000017,167.2,True,False,False,Krasnoyarsk,N,E,0.5,0.5,0.5,2,kileskus,silhouette,,,,
944830,Saurornitholestes,carnivorous,small theropod,1.5,70.6,66.0,Texas,-103.56562,29.228554,Saurischia,Dromaeosauridae,saurornitholestes,saurornitholestes-944830,carnivorous,1.0,theropod,4.599999999999994,68.3,True,True,True,Texas,N,W,1.0,0.55,0.9,4,saurornitholestes,silhouette,,,,0.03039073806078148
944833,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Texas,-103.169876,29.104792,Saurischia,Dromaeosauridae,saurornitholestes,saurornitholestes-944833,carnivorous,1.0,theropod,12.900000000000006,77.05,True,True,True,Texas,N,W,1.0,0.55,0.9,4,saurornitholestes,silhouette,,,,0.03039073806078148
945501,Thecodontosaurus,omnivorous,sauropod,2.5,208.5,201.3,Bourgogne,4.67,46.900002,Saurischia,,thecodontosaurus,thecodontosaurus-945501,omnivorous,0.6,sauropod,7.199999999999989,204.9,True,True,True,Bourgogne,N,E,0.65,0.8,0.25,3,thecodontosaurus,silhouette,,,,0.059334298118668596
950134,Isisaurus,herbivorous,sauropod,18.0,72.1,66.0,Maharashtra,79.051941,20.350834,Saurischia,,isisaurus,isisaurus-950134,herbivorous,0.2,sauropod,6.099999999999994,69.05,True,True,True,Maharashtra,N,E,0.35,0.8,0.25,3,isisaurus,silhouette,,,,0.507959479015919
950136,Antarctosaurus,herbivorous,sauropod,18.0,72.1,66.0,Maharashtra,79.051941,20.350834,Saurischia,,antarctosaurus,antarctosaurus-950136,herbivorous,0.2,sauropod,6.099999999999994,69.05,True,True,True,Maharashtra,N,E,0.35,0.8,0.25,3,antarctosaurus,silhouette,,,,0.507959479015919
950138,Titanosaurus,,,,72.1,66.0,Maharashtra,79.051941,20.350834,Saurischia,,titanosaurus,titanosaurus-950138,unknown,0.4,unknown,6.099999999999994,69.05,True,False,False,Maharashtra,N,E,0.5,0.5,0.5,1,titanosaurus,silhouette,,,,
962978,Alioramus,carnivorous,large theropod,6.0,72.1,66.0,Omnogov,100.386108,43.469444,Saurischia,Tyrannosauridae,alioramus,alioramus-962978,carnivorous,1.0,theropod,6.099999999999994,69.05,True,True,True,Omnogov,N,E,1.0,0.55,0.9,4,alioramus,silhouette,,,,0.16063675832127353
