occurrence_no,name,diet,type,length_m,max_ma,min_ma,region,lng,lat,class,family,slug,id,diet_clean,diet_code,type_group,survival_span_ma,era_mid_ma,has_coords,has_length,match_pool,region_clean,hemisphere_ns,hemisphere_ew,attack_base,defense_base,mobility_base,data_quality_score,image_key,image_mode,image_url,image_credit,image_license,length_norm
537891,Achillobator,carnivorous,large theropod,5.0,100.5,83.6,Dornogov,109.858887,44.34,Saurischia,Dromaeosauridae,achillobator,achillobator-537891,carnivorous,1.0,theropod,16.900000000000006,92.05,True,True,True,Dornogov,N,E,1.0,0.55,0.9,4,achillobator,silhouette,,,,0.1316931982633864
537896,Troodon,carnivorous,small theropod,2.0,83.5,70.6,Alberta,-112.577003,49.283001,Saurischia,Troodontidae,troodon,troodon-537896,carnivorous,1.0,theropod,12.900000000000006,77.05,True,True,True,Alberta,N,W,1.0,0.55,0.9,4,troodon,silhouette,,,,0.044862518089725044
537897,Saurornitholestes,carnivorous,small theropod,1.5,83.5,70.6,Alberta,-112.577003,49.283001,Saurischia,Dromaeosauridae,saurornitholestes,saurornitholestes-537897,carnivorous,1.0,theropod,12.900000000000006,77.05,True,True,True,Alberta,N,W,1.0,0.55,0.9,4,saurornitholestes,silhouette,,,,0.03039073806078148
538368,Archaeodontosaurus,,,,168.3,166.1,Mahajanga,47.133331,-16.416668,Saurischia,,archaeodontosaurus,archaeodontosaurus-538368,unknown,0.4,unknown,2.200000000000017,167.2,True,False,False,Mahajanga,S,E,0.5,0.5,0.5,1,archaeodontosaurus,silhouette,,,,
538678,Thotobolosaurus,,,,228.0,201.3,Mohale's Hoek,27.516701,-30.2167,Saurischia,Euskelesauridae,thotobolosaurus,thotobolosaurus-538678,unknown,0.4,unknown,26.69999999999999,214.65,True,False,False,Mohale's Hoek,S,E,0.5,0.5,0.5,2,thotobolosaurus,silhouette,,,,
538697,Otozoum,,,,237.0,208.5,,27.433331,-29.366671,Saurischia,Otozoidae,otozoum,otozoum-538697,unknown,0.4,unknown,28.5,222.75,True,False,False,Unknown,S,E,0.5,0.5,0.5,2,otozoum,silhouette,,,,
538699,Pseudotetrasauropus,,,,237.0,208.5,,29.033331,-29.15,Saurischia,,pseudotetrasauropus,pseudotetrasauropus-538699,unknown,0.4,unknown,28.5,222.75,True,False,False,Unknown,S,E,0.5,0.5,0.5,1,pseudotetrasauropus,silhouette,,,,
539053,Tazoudasaurus,,,,190.8,174.1,Ouarzazate,-6.5908,31.2647,Saurischia,Vulcanodontidae,tazoudasaurus,tazoudasaurus-539053,unknown,0.4,unknown,16.700000000000017,182.45,True,False,False,Ouarzazate,N,W,0.5,0.5,0.5,2,tazoudasaurus,silhouette,,,,
539055,Tazoudasaurus,,,,190.8,174.1,Ouarzazate,-6.5908,31.2647,Saurischia,Vulcanodontidae,tazoudasaurus,tazoudasaurus-539055,unknown,0.4,unknown,16.700000000000017,182.45,True,False,False,Ouarzazate,N,W,0.5,0.5,0.5,2,tazoudasaurus,silhouette,,,,
539056,Berberosaurus,,,,190.8,174.1,Ouarzazate,-6.5908,31.2647,Saurischia,,berberosaurus,berberosaurus-539056,unknown,0.4,unknown,16.700000000000017,182.45,True,False,False,Ouarzazate,N,W,0.5,0.5,0.5,1,berberosaurus,silhouette,,,,
539205,Yimenosaurus,herbivorous,sauropod,9.0,201.3,199.3,Yunnan,102.542198,24.355,Saurischia,,yimenosaurus,yimenosaurus-539205,herbivorous,0.2,sauropod,2.0,200.3,True,True,True,Yunnan,N,E,0.35,0.8,0.25,3,yimenosaurus,silhouette,,,,0.2474674384949349
539206,Lessemsaurus,,,,228.0,208.5,La Rioja,-66.083298,-30.4167,Saurischia,,lessemsaurus,lessemsaurus-539206,unknown,0.4,unknown,19.5,218.25,True,False,False,La Rioja,S,W,0.5,0.5,0.5,1,lessemsaurus,silhouette,,,,
539207,Rinconsaurus,,,,89.3,83.5,Neuquén,-68.900002,-37.383331,Saurischia,,rinconsaurus,rinconsaurus-539207,unknown,0.4,unknown,5.799999999999997,86.4,True,False,False,Neuquén,S,W,0.5,0.5,0.5,1,rinconsaurus,silhouette,,,,
539277,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,South Dakota,-103.344597,44.184399,Saurischia,,camarasaurus,camarasaurus-539277,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,South Dakota,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
539326,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Wyoming,-104.734703,44.458099,Saurischia,,camarasaurus,camarasaurus-539326,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
539478,Saturnalia,,,,237.0,208.5,Rio Grande do Sul,-53.774166,-29.697779,Saurischia,,saturnalia,saturnalia-539478,unknown,0.4,unknown,28.5,222.75,True,False,False,Rio Grande do Sul,S,W,0.5,0.5,0.5,1,saturnalia,silhouette,,,,
540082,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Wyoming,-105.90976,42.155437,Saurischia,,camarasaurus,camarasaurus-540082,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
540083,Apatosaurus,herbivorous,sauropod,21.0,157.3,145.0,Wyoming,-105.90976,42.155437,Saurischia,Diplodocidae,apatosaurus,apatosaurus-540083,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,apatosaurus,silhouette,,,,0.5947901591895803
540084,Haplocanthosaurus,herbivorous,sauropod,21.5,157.3,145.0,Wyoming,-105.90976,42.155437,Saurischia,,haplocanthosaurus,haplocanthosaurus-540084,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,haplocanthosaurus,silhouette,,,,0.6092619392185239
540200,Diplodocus,herbivorous,sauropod,26.0,157.3,145.0,Colorado,-105.193703,38.544998,Saurischia,Diplodocidae,diplodocus,diplodocus-540200,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Colorado,N,W,0.35,0.8,0.25,4,diplodocus,silhouette,,,,0.739507959479016
540202,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Colorado,-105.212502,38.541,Saurischia,,camarasaurus,camarasaurus-540202,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Colorado,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
540243,Carcharodontosaurus,carnivorous,large theropod,15.0,105.3,93.5,Maranhão,-44.461399,-2.4781,Saurischia,Carcharodontosauridae,carcharodontosaurus,carcharodontosaurus-540243,carnivorous,1.0,theropod,11.799999999999997,99.4,True,True,True,Maranhão,S,W,1.0,0.55,0.9,4,carcharodontosaurus,silhouette,,,,0.4211287988422577
540322,Diplodocus,herbivorous,sauropod,26.0,157.3,145.0,Colorado,-105.192596,39.675598,Saurischia,Diplodocidae,diplodocus,diplodocus-540322,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Colorado,N,W,0.35,0.8,0.25,4,diplodocus,silhouette,,,,0.739507959479016
540331,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Montana,-108.100197,45.453602,Saurischia,,camarasaurus,camarasaurus-540331,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Montana,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
540332,Amphicoelias,,,,157.3,152.1,Montana,-110.616386,45.544167,Saurischia,Diplodocidae,amphicoelias,amphicoelias-540332,unknown,0.4,unknown,5.200000000000017,154.7,True,False,False,Montana,N,W,0.5,0.5,0.5,2,amphicoelias,silhouette,,,,
540434,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,New Mexico,-107.13279,35.197208,Saurischia,,camarasaurus,camarasaurus-540434,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,New Mexico,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
540441,Apatosaurus,herbivorous,sauropod,21.0,155.7,145.0,Oklahoma,-102.962776,36.903057,Saurischia,Diplodocidae,apatosaurus,apatosaurus-540441,herbivorous,0.2,sauropod,10.699999999999989,150.35,True,True,True,Oklahoma,N,W,0.35,0.8,0.25,4,apatosaurus,silhouette,,,,0.5947901591895803
540446,Ceratosaurus,carnivorous,large theropod,6.0,150.8,145.0,Utah,-109.300552,40.441387,Saurischia,,ceratosaurus,ceratosaurus-540446,carnivorous,1.0,theropod,5.800000000000011,147.9,True,True,True,Utah,N,W,1.0,0.55,0.9,3,ceratosaurus,silhouette,,,,0.16063675832127353
540447,Torvosaurus,carnivorous,large theropod,10.0,150.8,145.0,Utah,-109.300552,40.441387,Saurischia,Megalosauridae,torvosaurus,torvosaurus-540447,carnivorous,1.0,theropod,5.800000000000011,147.9,True,True,True,Utah,N,W,1.0,0.55,0.9,4,torvosaurus,silhouette,,,,0.27641099855282203
540448,Barosaurus,herbivorous,sauropod,24.0,150.8,145.0,Utah,-109.300552,40.441387,Saurischia,Diplodocidae,barosaurus,barosaurus-540448,herbivorous,0.2,sauropod,5.800000000000011,147.9,True,True,True,Utah,N,W,0.35,0.8,0.25,4,barosaurus,silhouette,,,,0.6816208393632418
540507,Moraesichnium,,,,145.0,129.4,Paraíba,-38.233299,-6.75,Saurischia,,moraesichnium,moraesichnium-540507,unknown,0.4,unknown,15.599999999999994,137.2,True,False,False,Paraíba,S,W,0.5,0.5,0.5,1,moraesichnium,silhouette,,,,
541206,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Colorado,-109.036133,39.200081,Saurischia,,camarasaurus,camarasaurus-541206,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Colorado,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
541209,Supersaurus,herbivorous,sauropod,35.0,157.3,145.0,Colorado,-109.036133,39.200081,Saurischia,Diplodocidae,supersaurus,supersaurus-541209,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Colorado,N,W,0.35,0.8,0.25,4,supersaurus,silhouette,,,,1.0
541212,Allosaurus,carnivorous,large theropod,12.0,157.3,145.0,Colorado,-109.036133,39.200081,Saurischia,Allosauridae,allosaurus,allosaurus-541212,carnivorous,1.0,theropod,12.300000000000011,151.15,True,True,True,Colorado,N,W,1.0,0.55,0.9,4,allosaurus,silhouette,,,,0.33429811866859627
541222,Allosaurus,carnivorous,large theropod,12.0,157.3,152.1,Colorado,-109.036133,39.200081,Saurischia,Allosauridae,allosaurus,allosaurus-541222,carnivorous,1.0,theropod,5.200000000000017,154.7,True,True,True,Colorado,N,W,1.0,0.55,0.9,4,allosaurus,silhouette,,,,0.33429811866859627
541223,Diplodocus,herbivorous,sauropod,26.0,157.3,152.1,Colorado,-109.036133,39.200081,Saurischia,Diplodocidae,diplodocus,diplodocus-541223,herbivorous,0.2,sauropod,5.200000000000017,154.7,True,True,True,Colorado,N,W,0.35,0.8,0.25,4,diplodocus,silhouette,,,,0.739507959479016
541265,Albertosaurus,carnivorous,large theropod,9.0,83.6,66.0,Colorado,-105.200546,38.373055,Saurischia,Tyrannosauridae,albertosaurus,albertosaurus-541265,carnivorous,1.0,theropod,17.599999999999994,74.8,True,True,True,Colorado,N,W,1.0,0.55,0.9,4,albertosaurus,silhouette,,,,0.2474674384949349
541276,Paronychodon,carnivorous,large theropod,5.0,83.5,70.6,New Mexico,-108.244797,36.285702,Saurischia,Troodontidae,paronychodon,paronychodon-541276,carnivorous,1.0,theropod,12.900000000000006,77.05,True,True,True,New Mexico,N,W,1.0,0.55,0.9,4,paronychodon,silhouette,,,,0.1316931982633864
541715,Brachiosaurus,herbivorous,sauropod,30.0,157.3,145.0,Colorado,-108.650299,39.068802,Saurischia,Brachiosauridae,brachiosaurus,brachiosaurus-541715,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Colorado,N,W,0.35,0.8,0.25,4,brachiosaurus,silhouette,,,,0.8552821997105645
541717,Allosaurus,carnivorous,large theropod,12.0,157.3,145.0,Colorado,-108.647003,39.076099,Saurischia,Allosauridae,allosaurus,allosaurus-541717,carnivorous,1.0,theropod,12.300000000000011,151.15,True,True,True,Colorado,N,W,1.0,0.55,0.9,4,allosaurus,silhouette,,,,0.33429811866859627
541718,Brachiosaurus,herbivorous,sauropod,30.0,157.3,145.0,Colorado,-108.647003,39.076099,Saurischia,Brachiosauridae,brachiosaurus,brachiosaurus-541718,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Colorado,N,W,0.35,0.8,0.25,4,brachiosaurus,silhouette,,,,0.8552821997105645
541886,Allosaurus,carnivorous,large theropod,12.0,157.3,145.0,Wyoming,-105.979721,41.893055,Saurischia,Allosauridae,allosaurus,allosaurus-541886,carnivorous,1.0,theropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,allosaurus,silhouette,,,,0.33429811866859627
541896,Diplodocus,herbivorous,sauropod,26.0,157.3,152.1,Wyoming,-107.779167,44.535557,Saurischia,Diplodocidae,diplodocus,diplodocus-541896,herbivorous,0.2,sauropod,5.200000000000017,154.7,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,diplodocus,silhouette,,,,0.739507959479016
541901,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Wyoming,-106.078903,41.878601,Saurischia,,camarasaurus,camarasaurus-541901,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
544656,Titanosaurus,,,,72.1,66.0,Maharashtra,79.283333,20.9,Saurischia,,titanosaurus,titanosaurus-544656,unknown,0.4,unknown,6.099999999999994,69.05,True,False,False,Maharashtra,N,E,0.5,0.5,0.5,1,titanosaurus,silhouette,,,,
544657,Antarctosaurus,herbivorous,sauropod,18.0,72.1,66.0,Maharashtra,79.283333,20.9,Saurischia,,antarctosaurus,antarctosaurus-544657,herbivorous,0.2,sauropod,6.099999999999994,69.05,True,True,True,Maharashtra,N,E,0.35,0.8,0.25,3,antarctosaurus,silhouette,,,,0.507959479015919
544691,Carmelopodus,,,,171.6,161.2,Utah,-109.417221,40.578056,Saurischia,,carmelopodus,carmelopodus-544691,unknown,0.4,unknown,10.400000000000006,166.39999999999998,True,False,False,Utah,N,W,0.5,0.5,0.5,1,carmelopodus,silhouette,,,,
545075,Alwalkeria,,,,237.0,208.5,Andhra Pradesh,79.633301,19.0667,Saurischia,,alwalkeria,alwalkeria-545075,unknown,0.4,unknown,28.5,222.75,True,False,False,Andhra Pradesh,N,E,0.5,0.5,0.5,1,alwalkeria,silhouette,,,,
545089,Pseudotetrasauropus,,,,208.5,201.3,Utah,-111.129166,37.996666,Saurischia,,pseudotetrasauropus,pseudotetrasauropus-545089,unknown,0.4,unknown,7.199999999999989,204.9,True,False,False,Utah,N,W,0.5,0.5,0.5,1,pseudotetrasauropus,silhouette,,,,
545094,Pseudotetrasauropus,,,,208.5,201.3,Utah,-111.129166,37.996666,Saurischia,,pseudotetrasauropus,pseudotetrasauropus-545094,unknown,0.4,unknown,7.199999999999989,204.9,True,False,False,Utah,N,W,0.5,0.5,0.5,1,pseudotetrasauropus,silhouette,,,,
545103,Dryptosaurus,carnivorous,large theropod,6.4,70.6,66.0,Wyoming,-104.637001,43.116329,Saurischia,,dryptosaurus,dryptosaurus-545103,carnivorous,1.0,theropod,4.599999999999994,68.3,True,True,True,Wyoming,N,W,1.0,0.55,0.9,3,dryptosaurus,silhouette,,,,0.1722141823444284
545124,Dryptosaurus,carnivorous,large theropod,6.4,70.6,66.0,Wyoming,-104.650002,43.25,Saurischia,,dryptosaurus,dryptosaurus-545124,carnivorous,1.0,theropod,4.599999999999994,68.3,True,True,True,Wyoming,N,W,1.0,0.55,0.9,3,dryptosaurus,silhouette,,,,0.1722141823444284
545326,Ornithomimus,omnivorous,large theropod,4.0,70.6,66.0,Wyoming,-104.533302,43.166698,Saurischia,Ornithomimidae,ornithomimus,ornithomimus-545326,omnivorous,0.6,theropod,4.599999999999994,68.3,True,True,True,Wyoming,N,W,0.65,0.55,0.9,4,ornithomimus,silhouette,,,,0.10274963820549927
545327,Tyrannosaurus,carnivorous,large theropod,12.0,70.6,66.0,Wyoming,-104.533302,43.166698,Saurischia,Tyrannosauridae,tyrannosaurus,tyrannosaurus-545327,carnivorous,1.0,theropod,4.599999999999994,68.3,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,tyrannosaurus,silhouette,,,,0.33429811866859627
545347,Megalosaurus,carnivorous,large theropod,9.0,167.7,164.7,England,-3.247459,51.020405,Saurischia,Megalosauridae,megalosaurus,megalosaurus-545347,carnivorous,1.0,theropod,3.0,166.2,True,True,True,England,N,W,1.0,0.55,0.9,4,megalosaurus,silhouette,,,,0.2474674384949349
545365,Megalosaurus,carnivorous,large theropod,9.0,168.3,166.1,England,-1.833333,51.900002,Saurischia,Megalosauridae,megalosaurus,megalosaurus-545365,carnivorous,1.0,theropod,2.200000000000017,167.2,True,True,True,England,N,W,1.0,0.55,0.9,4,megalosaurus,silhouette,,,,0.2474674384949349
545431,Cetiosaurus,herbivorous,sauropod,18.0,167.7,164.7,England,-1.745,51.951668,Saurischia,,cetiosaurus,cetiosaurus-545431,herbivorous,0.2,sauropod,3.0,166.2,True,True,True,England,N,W,0.35,0.8,0.25,3,cetiosaurus,silhouette,,,,0.507959479015919
545729,Cetiosaurus,herbivorous,sauropod,18.0,167.7,164.7,England,-1.58,51.908611,Saurischia,,cetiosaurus,cetiosaurus-545729,herbivorous,0.2,sauropod,3.0,166.2,True,True,True,England,N,W,0.35,0.8,0.25,3,cetiosaurus,silhouette,,,,0.507959479015919
545761,Megalosaurus,carnivorous,large theropod,9.0,167.7,164.7,England,-1.833333,51.900002,Saurischia,Megalosauridae,megalosaurus,megalosaurus-545761,carnivorous,1.0,theropod,3.0,166.2,True,True,True,England,N,W,1.0,0.55,0.9,4,megalosaurus,silhouette,,,,0.2474674384949349
545774,Polyonyx,,,,171.6,164.7,Santarem,-8.601111,39.642223,Saurischia,,polyonyx,polyonyx-545774,unknown,0.4,unknown,6.900000000000006,168.14999999999998,True,False,False,Santarem,N,W,0.5,0.5,0.5,1,polyonyx,silhouette,,,,
545960,Dryptosaurus,carnivorous,large theropod,6.4,72.1,66.0,Wyoming,-104.5,43.233299,Saurischia,,dryptosaurus,dryptosaurus-545960,carnivorous,1.0,theropod,6.099999999999994,69.05,True,True,True,Wyoming,N,W,1.0,0.55,0.9,3,dryptosaurus,silhouette,,,,0.1722141823444284
545964,Dryptosaurus,carnivorous,large theropod,6.4,72.1,66.0,Wyoming,-104.599998,43.0667,Saurischia,,dryptosaurus,dryptosaurus-545964,carnivorous,1.0,theropod,6.099999999999994,69.05,True,True,True,Wyoming,N,W,1.0,0.55,0.9,3,dryptosaurus,silhouette,,,,0.1722141823444284
545994,Paronychodon,carnivorous,large theropod,5.0,72.1,66.0,Wyoming,-104.650002,43.266701,Saurischia,Troodontidae,paronychodon,paronychodon-545994,carnivorous,1.0,theropod,6.099999999999994,69.05,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,paronychodon,silhouette,,,,0.1316931982633864
545995,Tyrannosaurus,carnivorous,large theropod,12.0,72.1,66.0,Wyoming,-104.650002,43.266701,Saurischia,Tyrannosauridae,tyrannosaurus,tyrannosaurus-545995,carnivorous,1.0,theropod,6.099999999999994,69.05,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,tyrannosaurus,silhouette,,,,0.33429811866859627
545998,Dryptosaurus,carnivorous,large theropod,6.4,72.1,66.0,Wyoming,-104.650002,43.266701,Saurischia,,dryptosaurus,dryptosaurus-545998,carnivorous,1.0,theropod,6.099999999999994,69.05,True,True,True,Wyoming,N,W,1.0,0.55,0.9,3,dryptosaurus,silhouette,,,,0.1722141823444284
557162,Compsognathus,carnivorous,small theropod,0.65,152.1,145.0,Bayern,11.8722,48.918598,Saurischia,Compsognathidae,compsognathus,compsognathus-557162,carnivorous,1.0,theropod,7.099999999999994,148.55,True,True,True,Bayern,N,E,1.0,0.55,0.9,4,compsognathus,silhouette,,,,0.0057887120115774245
557176,Chindesaurus,carnivorous,small theropod,4.0,228.0,208.5,Arizona,-109.834099,35.110901,Saurischia,Herrerasauridae,chindesaurus,chindesaurus-557176,carnivorous,1.0,theropod,19.5,218.25,True,True,True,Arizona,N,W,1.0,0.55,0.9,4,chindesaurus,silhouette,,,,0.10274963820549927
557177,Coelophysis,carnivorous,small theropod,2.0,228.0,208.5,Arizona,-109.834099,35.110901,Saurischia,,coelophysis,coelophysis-557177,carnivorous,1.0,theropod,19.5,218.25,True,True,True,Arizona,N,W,1.0,0.55,0.9,3,coelophysis,silhouette,,,,0.044862518089725044
557184,Coelophysis,carnivorous,small theropod,2.0,228.0,208.5,Arizona,-109.807503,35.125,Saurischia,,coelophysis,coelophysis-557184,carnivorous,1.0,theropod,19.5,218.25,True,True,True,Arizona,N,W,1.0,0.55,0.9,3,coelophysis,silhouette,,,,0.044862518089725044
557562,Mamenchisaurus,herbivorous,sauropod,22.0,163.5,145.0,Gansu,102.819702,36.3358,Saurischia,Mamenchisauridae,mamenchisaurus,mamenchisaurus-557562,herbivorous,0.2,sauropod,18.5,154.25,True,True,True,Gansu,N,E,0.35,0.8,0.25,4,mamenchisaurus,silhouette,,,,0.6237337192474675
557581,Omeisaurus,herbivorous,sauropod,20.0,163.5,157.3,Sichuan,107.25,30.0,Saurischia,,omeisaurus,omeisaurus-557581,herbivorous,0.2,sauropod,6.199999999999989,160.4,True,True,True,Sichuan,N,E,0.35,0.8,0.25,3,omeisaurus,silhouette,,,,0.5658465991316932
557582,Mamenchisaurus,herbivorous,sauropod,22.0,163.5,145.0,Sichuan,106.599998,30.4667,Saurischia,Mamenchisauridae,mamenchisaurus,mamenchisaurus-557582,herbivorous,0.2,sauropod,18.5,154.25,True,True,True,Sichuan,N,E,0.35,0.8,0.25,4,mamenchisaurus,silhouette,,,,0.6237337192474675
557584,Tienshanosaurus,,,,163.5,145.0,Xinjiang,89.466698,44.016701,Saurischia,Mamenchisauridae,tienshanosaurus,tienshanosaurus-557584,unknown,0.4,unknown,18.5,154.25,True,False,False,Xinjiang,N,E,0.5,0.5,0.5,2,tienshanosaurus,silhouette,,,,
557946,Velociraptor,carnivorous,small theropod,1.8,89.8,83.6,Asht,70.701363,40.692711,Saurischia,Dromaeosauridae,velociraptor,velociraptor-557946,carnivorous,1.0,theropod,6.200000000000003,86.69999999999999,True,True,True,Asht,N,E,1.0,0.55,0.9,4,velociraptor,silhouette,,,,0.039073806078147616
557948,Archaeornithomimus,carnivorous,small theropod,3.5,89.8,83.6,Asht,70.701363,40.692711,Saurischia,Ornithomimidae,archaeornithomimus,archaeornithomimus-557948,carnivorous,1.0,theropod,6.200000000000003,86.69999999999999,True,True,True,Asht,N,E,1.0,0.55,0.9,4,archaeornithomimus,silhouette,,,,0.08827785817655572
557950,Oviraptor,omnivorous,small theropod,2.0,89.8,83.6,Asht,70.701363,40.692711,Saurischia,Oviraptoridae,oviraptor,oviraptor-557950,omnivorous,0.6,theropod,6.200000000000003,86.69999999999999,True,True,True,Asht,N,E,0.65,0.55,0.9,4,oviraptor,silhouette,,,,0.044862518089725044
557951,Alectrosaurus,carnivorous,large theropod,5.0,89.8,83.6,Asht,70.701363,40.692711,Saurischia,,alectrosaurus,alectrosaurus-557951,carnivorous,1.0,theropod,6.200000000000003,86.69999999999999,True,True,True,Asht,N,E,1.0,0.55,0.9,3,alectrosaurus,silhouette,,,,0.1316931982633864
557952,Antarctosaurus,herbivorous,sauropod,18.0,89.8,83.6,Asht,70.701363,40.692711,Saurischia,,antarctosaurus,antarctosaurus-557952,herbivorous,0.2,sauropod,6.200000000000003,86.69999999999999,True,True,True,Asht,N,E,0.35,0.8,0.25,3,antarctosaurus,silhouette,,,,0.507959479015919
557961,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Wyoming,-106.390556,42.035831,Saurischia,,camarasaurus,camarasaurus-557961,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
557962,Allosaurus,carnivorous,large theropod,12.0,157.3,145.0,Wyoming,-106.390556,42.035831,Saurischia,Allosauridae,allosaurus,allosaurus-557962,carnivorous,1.0,theropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,allosaurus,silhouette,,,,0.33429811866859627
557963,Apatosaurus,herbivorous,sauropod,21.0,157.3,145.0,Wyoming,-106.390556,42.035831,Saurischia,Diplodocidae,apatosaurus,apatosaurus-557963,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,apatosaurus,silhouette,,,,0.5947901591895803
557964,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Wyoming,-106.390556,42.035831,Saurischia,,camarasaurus,camarasaurus-557964,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
557967,Apatosaurus,herbivorous,sauropod,21.0,157.3,145.0,Wyoming,-106.390556,42.035831,Saurischia,Diplodocidae,apatosaurus,apatosaurus-557967,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,apatosaurus,silhouette,,,,0.5947901591895803
557969,Diplodocus,herbivorous,sauropod,26.0,157.3,145.0,Wyoming,-105.916199,42.152302,Saurischia,Diplodocidae,diplodocus,diplodocus-557969,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,diplodocus,silhouette,,,,0.739507959479016
557971,Brontosaurus,herbivorous,sauropod,22.0,157.3,145.0,Wyoming,-105.886398,42.146099,Saurischia,Diplodocidae,brontosaurus,brontosaurus-557971,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,brontosaurus,silhouette,,,,0.6237337192474675
557973,Brontosaurus,herbivorous,sauropod,22.0,157.3,145.0,Wyoming,-105.908424,42.149494,Saurischia,Diplodocidae,brontosaurus,brontosaurus-557973,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,brontosaurus,silhouette,,,,0.6237337192474675
557975,Camarasaurus,herbivorous,sauropod,23.0,157.3,145.0,Wyoming,-105.908501,42.152802,Saurischia,,camarasaurus,camarasaurus-557975,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,3,camarasaurus,silhouette,,,,0.6526772793053547
557976,Brontosaurus,herbivorous,sauropod,22.0,157.3,145.0,Wyoming,-105.908424,42.149494,Saurischia,Diplodocidae,brontosaurus,brontosaurus-557976,herbivorous,0.2,sauropod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.8,0.25,4,brontosaurus,silhouette,,,,0.6237337192474675
557977,Allosaurus,carnivorous,large theropod,12.0,157.3,152.1,Wyoming,-105.963402,41.9077,Saurischia,Allosauridae,allosaurus,allosaurus-557977,carnivorous,1.0,theropod,5.200000000000017,154.7,True,True,True,Wyoming,N,W,1.0,0.55,0.9,4,allosaurus,silhouette,,,,0.33429811866859627
